ccaa;año;emig_2034;pob_2034;parados_adulto;parados_joven;activos_adulto;activos_joven;pib_crec;ipv;salario;ipc;tasa_emig_2034;paro_joven;paro_adulto;ratio_paro_jov_adult;salario_real;post2013;post2014;post2021
Castilla y León;2023;1189;278783;45,0;37,5;593,9;236,3;1,4053;129,53800;2176,5;94,9885000000000;4,264965941251798;15,86965721540415;7,57703317056744;2,09444209338412;2291,33000310564;1;1;1
Castilla y León;2024;1087;277766;40,1;36,1;585,4;242,0;2,8542;139,70600;2299,1;97,4683333333333;3,913365926715292;14,91735537190083;6,85001708233686;2,17771068197275;2358,81739368342;1;1;1
Cataluña;2008;2114;1254972;138,4;157,6;1891,0;1476,2;0,1619;162,19850;1882,4;71,5349166666667;1,684499733858604;10,67606015445062;7,31887890005288;1,45870157168108;2631,44222110647;0;0;0
Cataluña;2009;2097;1215804;250,9;294,9;1956,2;1414,3;-3,6516;143,71575;1894,7;71,6494166666667;1,724784586989350;20,85130453227745;12,82588692362744;1,62572028401918;2644,40394373995;0;0;0
Cataluña;2010;2541;1174336;292,6;298,2;2015,6;1368,1;0,5047;139,89250;1908,4;73,1093333333333;2,163775955092921;21,79665229149916;14,51676920023814;1,50148094185734;2610,33702947184;0;0;0
Cataluña;2011;3239;1136306;341,3;311,9;2076,4;1319,3;-1,5283;126,52225;1912,8;75,4884166666667;2,850464575563272;23,64132494504662;16,43710267771142;1,43829027588323;2533,89868865091;0;0;0
Cataluña;2012;3622;1097003;408,3;348,5;2100,3;1237,5;-2,8305;106,51325;1926,0;77,6645000000000;3,301722967029260;28,16161616161616;19,44007998857306;1,44863684605051;2479,89750787039;0;0;0
Cataluña;2013;3999;1054078;427,0;333,0;2124,6;1161,6;-1,1621;94,33725;1928,0;79,0063333333333;3,793836888731195;28,66735537190083;20,09790078132355;1,42638555557706;2440,31069239175;1;0;0
Cataluña;2014;4742;1022174;372,4;279,2;2130,2;1092,8;1,9245;95,39600;1953,3;79,1129166666667;4,639131889482613;25,54904831625183;17,48192657966388;1,46145496034586;2469,00263863360;1;1;0
Cataluña;2015;5692;998069;331,0;235,5;2125,4;1036,7;4,5262;100,00000;2003,8;78,9759166666667;5,703012517170657;22,71631137262467;15,57353909852263;1,45864798161258;2537,22917640504;1;1;0
Cataluña;2016;5068;970169;285,8;197,7;2142,5;998,8;3,1786;107,02025;1952,0;79,0239166666667;5,223832136462822;19,79375250300360;13,33955659276546;1,48383886415973;2470,13825983062;1;1;0
Cataluña;2017;4933;951324;236,4;166,6;2146,2;984,8;2,7613;117,25950;1992,9;80,7553333333333;5,185404762205096;16,91714053614947;11,01481688565837;1,53585308877682;2467,82462252235;1;1;0
Cataluña;2018;5028;937807;193,9;152,5;2127,9;997,3;2,2514;127,54825;2067,6;82,2402500000000;5,361444305704691;15,29128647347839;9,11227031345458;1,67809842634939;2514,09741580309;1;1;0
Cataluña;2019;4883;928732;188,0;152,3;2137,0;1020,5;2,1806;134,14400;2143,5;82,9450833333333;5,257706205880707;14,92405683488486;8,79737950397754;1,69642071575260;2584,23997403905;1;1;0
Cataluña;2020;4036;926803;207,0;189,2;2094,0;999,5;-11,9115;136,89225;2158,2;82,5993333333333;4,354755001872027;18,92946473236618;9,88538681948424;1,91489367872342;2612,85401819224;1;1;0
Cataluña;2021;10520;930186;200,1;174,5;2153,9;1033,5;7,1784;141,62275;2174,8;85,0122500000000;11,309566043780491;16,88437348814707;9,29012488973490;1,81745387586806;2558,21955071181;1;1;1
Cataluña;2022;9470;937619;174,2;133,8;2131,2;1054,7;6,4342;151,70100;2261,5;91,8115833333333;10,100051300154968;12,68607186877785;8,17379879879880;1,55204112323418;2463,19681884730;1;1;1
Cataluña;2023;9698;951738;149,8;141,9;2140,5;1104,2;2,8830;157,01000;2439,1;94,9213333333333;10,189779119883834;12,85093280202862;6,99836486802149;1,83627647948880;2569,60149457094;1;1;1
Cataluña;2024;9870;974575;145,8;128,3;2132,4;1143,5;3,7108;168,59225;2529,9;97,6144166666667;10,127491470641049;11,21993878443376;6,83736634777715;1,64097376295792;2591,72782708838;1;1;1
Ceuta;2008;37;16928;1,5;3,4;15,5;12,9;-1,5570;137,43600;2104,2;75,5687500000000;2,185727788279773;26,35658914728682;9,67741935483871;2,72351421188630;2784,48432718551;0;0;0
Ceuta;2009;27;17061;2,4;3,6;16,8;13,7;-4,2496;131,51875;2101,5;75,9752500000000;1,582556708282047;26,27737226277372;14,28571428571428;1,83941605839416;2766,03235922225;0;0;0
Ceuta;2010;38;17509;2,4;4,9;16,6;14,1;-1,4045;126,51600;2456,3;77,1465833333333;2,170312410760181;34,75177304964539;14,45783132530120;2,40366430260047;3183,93880048695;0;0;0
Ceuta;2011;47;17571;3,6;5,0;17,6;13,7;0,6636;115,55525;1923,6;78,9751666666667;2,674861988503785;36,49635036496350;20,45454545454545;1,78426601784266;2435,70236213493;0;0;0
Ceuta;2012;34;17506;5,4;7,7;19,1;14,1;-1,9182;101,32275;2202,9;80,6036666666667;1,942191248714726;54,60992907801418;28,27225130890053;1,93157341738902;2733,00222074265;0;0;0
Ceuta;2013;42;17348;5,7;6,3;20,6;12,4;0,7903;94,83400;2293,6;81,1620000000000;2,421028360617939;50,80645161290322;27,66990291262136;1,83616298811545;2825,95303220719;1;0;0
Ceuta;2014;52;17282;4,7;6,4;20,1;12,7;-0,2807;95,13175;2173,6;81,0807500000000;3,008911005670640;50,39370078740158;23,38308457711443;2,15513486346122;2680,78427986914;1;1;0
Ceuta;2015;60;16805;3,2;5,6;20,1;12,1;2,8265;100,00025;2064,9;80,4669166666667;3,570365962511157;46,28099173553719;15,92039800995025;2,90702479338843;2566,14778537349;1;1;0
Ceuta;2016;52;16301;4,0;3,9;21,2;11,0;1,7522;105,15500;2288,5;80,3400000000000;3,189988344273357;35,45454545454545;18,86792452830189;1,87909090909091;2848,51879512074;1;1;0
Ceuta;2017;52;16035;3,5;3,5;18,0;12,5;2,2903;112,25100;2115,4;81,6003333333333;3,242906142812597;28,00000000000000;19,44444444444445;1,44000000000000;2592,39137095028;1;1;0
Ceuta;2018;74;15972;4,9;4,7;19,1;12,6;2,1279;121,76625;2157,0;82,2479166666667;4,633107938893063;37,30158730158730;25,65445026178011;1,45400064787820;2622,55882874439;1;1;0
Ceuta;2019;68;15887;4,1;4,0;18,1;12,2;1,0540;131,16450;2323,3;82,5084166666667;4,280229118146912;32,78688524590164;22,65193370165745;1,44742103158737;2815,83394017378;1;1;0
Ceuta;2020;51;15691;3,5;4,0;16,2;11,7;-8,8438;136,95350;2257,2;82,1634166666667;3,250270855904659;34,18803418803419;21,60493827160494;1,58241758241758;2747,20805386825;1;1;0
Ceuta;2021;84;15512;4,6;5,3;16,2;10,6;3,5560;142,03450;2243,9;84,3368333333333;5,415162454873646;50,00000000000000;28,39506172839506;1,76086956521739;2660,64056630061;1;1;1
Ceuta;2022;71;15550;5,7;4,3;19,3;10,7;3,2736;154,23675;2169,5;90,8328333333333;4,565916398713826;40,18691588785047;29,53367875647668;1,36071487129038;2388,45351442302;1;1;1
Ceuta;2023;63;15697;6,4;4,1;21,1;10,5;1,4665;162,74175;2284,5;94,8009166666667;4,013505765432885;39,04761904761904;30,33175355450237;1,28735119047619;2409,78682519772;1;1;1
Ceuta;2024;64;15791;5,7;3,4;19,7;11,3;1,0997;177,56675;2739,0;96,9872500000000;4,052941548983598;30,08849557522123;28,93401015228427;1,03990063654712;2824,08254693272;1;1;1
Comunitat Valenciana;2008;1025;890757;121,8;132,9;1202,3;965,5;0,4772;145,20625;1578,1;73,1747500000000;1,150706646144796;13,76488865872605;10,13058304915578;1,35874594699395;2156,61823238207;0;0;0
Comunitat Valenciana;2009;1074;869493;228,4;225,8;1250,4;929,4;-5,8145;137,29825;1613,0;73,0012500000000;1,235202583574566;24,29524424359802;18,26615483045425;1,33006888801204;2209,55120631496;0;0;0
Comunitat Valenciana;2010;1239;843139;255,0;236,4;1287,9;881,8;-0,4475;133,01975;1686,7;74,1835000000000;1,469508586365949;26,80880018144704;19,79967388772420;1,35400210798767;2273,68619706539;0;0;0
Comunitat Valenciana;2011;1761;818522;273,7;254,4;1320,8;839,5;-1,5639;123,15375;1709,2;76,4796666666667;2,151438812884687;30,30375223347230;20,72228952150212;1,46237471501535;2234,84237640506;0;0;0
Comunitat Valenciana;2012;1979;790013;321,1;270,9;1348,0;794,0;-3,8876;106,44400;1729,8;78,3507500000000;2,505022069257088;34,11838790931990;23,82047477744807;1,43231351297923;2207,76444386301;0;0;0
Comunitat Valenciana;2013;2480;760275;341,4;258,3;1368,3;740,8;-1,2146;96,84025;1741,1;79,3510000000000;3,261977573904180;34,86771058315335;24,95066871300153;1,39746597512972;2194,17524668876;1;0;0
Comunitat Valenciana;2014;2827;734386;306,9;230,7;1369,2;698,1;2,2661;97,65950;1745,5;79,1535000000000;3,849474254683504;33,04684142672969;22,41454864154250;1,47434784234208;2205,20886631671;1;1;0
Comunitat Valenciana;2015;3026;710132;271,6;187,6;1379,2;662,1;3,8388;100,00000;1674,8;78,8483333333333;4,261179611677829;28,33408850626794;19,69257540603248;1,43882087142285;2124,07787101820;1;1;0
Comunitat Valenciana;2016;2885;686620;245,0;167,0;1381,0;636,6;2,3489;102,61200;1736,0;78,4890000000000;4,201741865952055;26,23311341501728;17,74076755973932;1,47869100514852;2211,77489839341;1;1;0
Comunitat Valenciana;2017;2470;669234;216,9;142,0;1377,3;626,3;3,4161;105,38450;1677,8;79,9846666666667;3,690786780109797;22,67284049177711;15,74820300588107;1,43970969153179;2097,65204997624;1;1;0
Comunitat Valenciana;2018;2291;653924;178,6;121,7;1378,2;599,3;2,2327;109,67625;1784,8;81,3703333333333;3,503465234492082;20,30702486233940;12,95893194021187;1,56702920858209;2193,42839937569;1;1;0
Comunitat Valenciana;2019;2546;644422;156,1;116,4;1376,4;594,3;1,9512;114,30600;1860,9;81,8021666666667;3,950827252949154;19,58606764260475;11,34117988956699;1,72698677151065;2274,87861975946;1;1;0
Comunitat Valenciana;2020;2006;637755;174,2;136,9;1346,8;584,4;-10,4673;116,81375;1920,7;81,4730000000000;3,145408503265361;23,42573579739905;12,93436293436293;1,81112405120190;2357,46811827231;1;1;0
Comunitat Valenciana;2021;3554;636132;166,4;142,9;1359,6;601,2;7,6025;121,86600;1945,3;84,1581666666667;5,586890771097822;23,76912840984697;12,23889379229185;1,94209777560264;2311,48096144363;1;1;1
Comunitat Valenciana;2022;3248;636912;149,5;111,9;1380,4;624,0;5,4931;130,63600;1937,4;91,2785833333333;5,099605597005552;17,93269230769231;10,83019414662417;1,65580524826344;2122,51322188575;1;1;1
Comunitat Valenciana;2023;3131;640112;150,8;107,2;1401,1;668,8;2,4534;135,92075;2079,9;94,4990833333333;4,891331516984528;16,02870813397129;10,76297195061024;1,48924555480817;2200,97373078575;1;1;1
Comunitat Valenciana;2024;3751;648825;141,0;116,2;1408,6;677,6;3,2907;148,23275;2181,2;97,1020833333333;5,781219897507032;17,14876033057852;10,00993894647167;1,71317331926616;2246,29577978502;1;1;1
Extremadura;2008;142;215833;31,7;29,7;246,6;173,6;1,3109;137,78475;1581,5;73,7626666666667;0,657916074001659;17,10829493087558;12,85482562854826;1,33088502522206;2144,03853801381;0;0;0
Extremadura;2009;131;213516;39,5;44,8;253,0;173,1;-3,1403;137,25975;1510,2;73,4186666666667;0,613537158807771;25,88099364529174;15,61264822134387;1,65769402335666;2056,97007118989;0;0;0
Extremadura;2010;153;211397;49,6;49,9;259,1;174,9;0,9923;139,24800;1626,4;74,6883333333333;0,723756723132306;28,53058890794740;19,14318795831725;1,49037814234862;2177,58239796488;0;0;0
Extremadura;2011;201;208576;54,8;53,6;262,0;170,8;-0,8849;130,76325;1554,5;77,1033333333333;0,963677508438171;31,38173302107728;20,91603053435114;1,50036752765005;2016,12554580433;0;0;0
Extremadura;2012;212;205191;75,1;69,6;271,7;168,2;-3,2358;120,06550;1587,9;78,9125833333333;1,033183716634745;41,37931034482759;27,64078027235922;1,49703843151660;2012,22660940218;0;0;0
Extremadura;2013;285;201796;78,6;71,8;275,0;168,3;-0,6512;102,35625;1622,4;79,9480833333333;1,412317389839244;42,66191325014854;28,58181818181818;1,49262419132199;2029,31694214058;1;0;0
Extremadura;2014;370;197997;73,7;56,6;271,4;159,5;0,2169;98,12575;1588,8;79,5034166666667;1,868715182553271;35,48589341692790;27,15549005158438;1,30676682135064;1998,40468072127;1;1;0
Extremadura;2015;540;193122;72,3;51,9;271,8;152,5;3,1845;100,00000;1549,9;78,8225833333333;2,796159940348588;34,03278688524590;26,60044150110375;1,27940684307190;1966,31464544320;1;1;0
Extremadura;2016;374;187563;66,8;49,2;273,8;145,1;1,4435;101,42975;1613,0;78,6262500000000;1,993996683780916;33,90764989662302;24,39737034331629;1,38980756612206;2051,47771895518;1;1;0
Extremadura;2017;359;182167;58,8;49,7;270,7;141,7;3,7355;101,84975;1583,4;79,9427500000000;1,970719175262259;35,07410021171490;21,72146287403029;1,61472090600531;1980,66741511894;1;1;0
Extremadura;2018;277;176330;52,9;43,9;268,2;135,0;1,6190;103,73700;1612,3;81,1846666666667;1,570918164804628;32,51851851851852;19,72408650260999;1,64867044738500;1985,96615124367;1;1;0
Extremadura;2019;359;171199;47,7;40,1;264,1;134,4;1,8800;105,76475;1682,6;81,6382500000000;2,096974865507392;29,83630952380952;18,06134040136312;1,65194325895977;2061,04368969203;1;1;0
Extremadura;2020;273;166896;47,9;37,8;256,8;128,9;-9,2512;106,30875;1760,5;81,4939166666667;1,635749209088295;29,32505818463925;18,65264797507788;1,57216595862534;2160,28394757482;1;1;0
Extremadura;2021;321;164536;42,0;35,9;265,3;126,5;4,4323;108,77150;1628,2;84,2264166666667;1,950940827539262;28,37944664031620;15,83113456464380;1,79263504611331;1933,12272376936;1;1;1
Extremadura;2022;253;161555;40,3;27,5;263,2;125,4;2,1919;114,61175;1841,2;91,7602500000000;1,566030144532822;21,92982456140351;15,31155015197568;1,43224065125593;2006,53333006394;1;1;1
Extremadura;2023;264;157221;36,8;29,2;262,5;124,4;2,0680;116,36375;1915,9;94,6757500000000;1,679164997042380;23,47266881028939;14,01904761904762;1,67434118551657;2023,64385811573;1;1;1
Extremadura;2024;278;154611;32,8;23,9;258,9;119,8;2,6549;124,85650;2127,2;97,3198333333333;1,798060940036608;19,94991652754591;12,66898416376979;1,57470530151879;2185,78261710957;1;1;1
Galicia;2008;902;546302;43,9;53,3;656,8;462,8;1,6408;140,43925;1685,7;72,4330000000000;1,651101405449733;11,51685393258427;6,68392204628502;1,72306826034655;2327,25415211299;0;0;0
Galicia;2009;940;531304;66,2;76,9;666,8;452,7;-3,7135;138,72000;1734,8;72,0100833333333;1,769231927484077;16,98696708637067;9,92801439712058;1,71101354277824;2409,10705792360;0;0;0
Galicia;2010;986;514779;85,1;90,2;682,8;424,3;0,4850;136,01100;1722,5;73,3595000000000;1,915385048729649;21,25854348338440;12,46338605741066;1,70567961109928;2348,02581806037;0;0;0
Galicia;2011;1300;495545;98,2;102,0;702,8;412,2;-1,6170;129,10325;1786,9;75,8381666666667;2,623374264698463;24,74526928675401;13,97268070574844;1,77097507685649;2356,20147287316;0;0;0
Galicia;2012;1325;474606;122,2;116,9;709,2;400,4;-2,5185;112,38450;1758,0;77,6356666666667;2,791789400049725;29,19580419580420;17,23068245910885;1,69440788344225;2264,42313884941;0;0;0
Galicia;2013;1602;453246;136,2;114,2;716,5;373,7;-1,1181;99,83425;1728,7;78,7875833333333;3,534504441296780;30,55927214343056;19,00907187718074;1,60761516084934;2194,12745874720;1;0;0
Galicia;2014;1659;433673;137,3;103,0;719,6;350,6;0,8234;98,65500;1775,0;78,7970833333333;3,825462964030502;29,37820878494010;19,08004446914953;1,53973481730830;2252,62144855192;1;1;0
Galicia;2015;2184;413099;122,7;87,2;719,3;328,7;4,7980;100,00000;1780,9;78,2363333333333;5,286868280968969;26,52874961971403;17,05825107743640;1,55518578659008;2276,30810919053;1;1;0
Galicia;2016;1763;392942;110,3;74,3;725,1;311,7;2,5801;101,95700;1787,3;77,9985833333333;4,486667243511765;23,83702277831248;15,21169493862915;1,56701951192696;2291,45187466012;1;1;0
Galicia;2017;1458;375694;102,3;60,7;725,7;293,9;2,4741;103,71650;1869,8;79,6480000000000;3,880817899673671;20,65328342973801;14,09673418768086;1,46511122042628;2347,57934913620;1;1;0
Galicia;2018;1263;361408;83,3;52,7;725,1;280,6;2,0900;107,67300;1834,5;80,9675000000000;3,494665309013635;18,78118317890235;11,48807061095021;1,63484224766172;2265,72390156544;1;1;0
Galicia;2019;1366;349792;74,4;44,9;725,2;271,6;1,4497;111,99800;1889,1;81,4237500000000;3,905177934315250;16,53166421207658;10,25923883066740;1,61139286110187;2320,08474185972;1;1;0
Galicia;2020;1079;340128;70,7;50,5;709,8;255,0;-8,9205;114,51600;1941,9;81,1474166666667;3,172335120895663;19,80392156862745;9,96055226824458;1,98823529411765;2393,05215097215;1;1;0
Galicia;2021;1481;333993;65,2;48,7;710,1;251,9;5,9602;119,78025;1992,3;83,9924166666667;4,434224669379298;19,33306867804684;9,18180537952401;2,10558467304924;2371,99985316135;1;1;1
Galicia;2022;1334;329012;63,0;46,1;710,7;257,3;5,4063;127,68475;2038,6;91,5843333333333;4,054563359391147;17,91682860474155;8,86449978894048;2,02118890307775;2225,92655949162;1;1;1
Galicia;2023;1649;323754;57,4;38,3;698,9;265,0;2,6504;132,30625;2136,1;94,8769166666667;5,093373363726781;14,45283018867924;8,21290599513521;1,75977056077838;2251,44331735064;1;1;1
Galicia;2024;1496;321390;50,7;40,8;695,1;270,0;2,9281;142,15450;2229,7;97,6729166666667;4,654780795917732;15,11111111111111;7,29391454466983;2,07174227481920;2282,82319817418;1;1;1
Madrid, Comunidad de;2008;2732;1118751;107,3;136,1;1673,8;1305,0;1,4511;149,45850;2049,1;73,9886666666667;2,442008990383025;10,42911877394636;6,41056279125343;1,62686477202530;2769,47820837425;0;0;0
Madrid, Comunidad de;2009;2692;1087327;184,0;223,7;1748,0;1272,9;-2,2400;133,98125;2052,8;73,9405000000000;2,475796149640357;17,57404352266478;10,52631578947368;1,66953413465315;2776,28633833961;0;0;0
Madrid, Comunidad de;2010;2962;1052563;237,8;247,3;1808,4;1230,9;0,4250;134,50850;2099,4;75,3052500000000;2,814083337529440;20,09099033227719;13,14974563149746;1,52786151879269;2787,85343651339;0;0;0
Madrid, Comunidad de;2011;4427;1023326;249,2;241,0;1839,9;1150,3;0,8034;122,82650;2053,6;77,6364166666667;4,326089633215613;20,95105624619665;13,54421435947606;1,54686389997501;2645,15041802762;0;0;0
Madrid, Comunidad de;2012;4205;994676;297,4;255,5;1881,4;1090,3;-1,4971;103,98425;2119,1;79,4807500000000;4,227507248591500;23,43391727047602;15,80737748485170;1,48246711340530;2666,18017570292;0;0;0
Madrid, Comunidad de;2013;5341;967346;317,5;253,2;1883,4;1026,6;-1,7662;92,20300;2198,7;80,5064166666667;5,521292278047358;24,66393921683226;16,85781034299671;1,46305710617266;2731,08665251320;1;0;0
Madrid, Comunidad de;2014;6193;945596;291,9;238,4;1883,3;969,4;1,7272;94,57200;2272,7;80,3663333333333;6,549308584215670;24,59253146276047;15,49938936972336;1,58667744103518;2827,92545800688;1;1;0
Madrid, Comunidad de;2015;7029;926456;272,3;220,0;1931,8;937,3;4,5015;100,00000;2265,8;79,9920000000000;7,586976607631663;23,47167395711085;14,09566207681955;1,66517002388346;2832,53325332533;1;1;0
Madrid, Comunidad de;2016;6602;907835;248,1;188,8;1943,1;886,4;3,9429;108,56650;2165,8;79,7815833333333;7,272246608689906;21,29963898916968;12,76825690906284;1,66817124223521;2714,66159169984;1;1;0
Madrid, Comunidad de;2017;5897;893757;215,0;155,2;1936,6;859,8;3,8132;121,00300;2191,7;81,2121666666667;6,597990281474718;18,05070946731798;11,10193121966333;1,62590716067014;2698,73356414166;1;1;0
Madrid, Comunidad de;2018;5215;883519;199,9;139,6;1929,9;889,0;2,9622;133,32475;2264,6;82,5807500000000;5,902532939302946;15,70303712035996;10,35804963987771;1,51602257821824;2742,28558108276;1;1;0
Madrid, Comunidad de;2019;5506;878773;160,1;128,9;1946,3;891,5;2,8841;141,14200;2172,1;83,3730000000000;6,265554358178961;14,45877734155917;8,22586446077172;1,75772132041703;2605,27988677390;1;1;0
Madrid, Comunidad de;2020;4665;879663;194,7;158,3;1930,5;879,4;-10,2323;143,56000;2350,2;83,0784166666667;5,303167235634556;18,00090971116671;10,08547008547009;1,78483596288687;2828,89358547798;1;1;0
Madrid, Comunidad de;2021;10716;875410;182,2;140,1;1942,7;913,0;6,3785;147,20600;2358,3;85,3505833333333;12,241121303160805;15,34501642935378;9,37869974777372;1,63615606022533;2763,07426135537;1;1;1
Madrid, Comunidad de;2022;9854;875040;192,3;127,3;1942,0;940,7;8,1071;157,23225;2374,5;91,7914166666667;11,261199488023404;13,53247581588179;9,90216271884655;1,36661820251911;2586,84317796599;1;1;1
Madrid, Comunidad de;2023;5651;892002;150,3;138,0;1957,4;978,5;3,4148;163,41450;2575,5;94,5876666666667;6,335187589265495;14,10321921308125;7,67855318279350;1,83670268048471;2722,87084644580;1;1;1
Madrid, Comunidad de;2024;7897;918512;130,6;130,4;1973,4;1019,4;3,5511;175,95175;2761,8;97,1369166666667;8,597601337815945;12,79183833627624;6,61801966149792;1,93288007448756;2843,20327922014;1;1;1
Melilla;2008;24;14487;2,4;2,6;16,2;10,4;-1,9659;134,16500;2274,8;74,4056666666667;1,656657693104162;25,00000000000000;14,81481481481481;1,68750000000000;3057,29402330468;0;0;0
Melilla;2009;41;14697;2,7;3,9;15,8;10,7;-3,9666;137,01000;2364,0;74,4825833333333;2,789684969721712;36,44859813084113;17,08860759493671;2,13291796469367;3173,89635832091;0;0;0
Melilla;2010;40;14952;2,5;3,8;17,5;10,0;-2,4242;137,67875;1909,2;76,0493333333333;2,675227394328518;38,00000000000000;14,28571428571428;2,66000000000000;2510,47565615302;0;0;0
Melilla;2011;55;15214;3,1;3,4;18,3;10,4;1,3159;124,83675;2543,7;77,8010833333333;3,615091363218089;32,69230769230769;16,93989071038251;1,92990074441687;3269,49174872244;0;0;0
Melilla;2012;44;15370;3,3;5,0;19,1;11,8;-1,7748;110,05025;2105,9;79,0847500000000;2,862719583604424;42,37288135593220;17,27748691099476;2,45249101181305;2662,83954871198;0;0;0
Melilla;2013;71;15587;4,1;6,2;17,9;13,3;0,6047;96,16875;1999,8;79,1827500000000;4,555077949573362;46,61654135338345;22,90502793296089;2,03520997615991;2525,55007245896;1;0;0
Melilla;2014;62;15623;4,4;3,9;17,7;10,8;1,5091;96,60025;2384,2;78,8470833333333;3,968507969020035;36,11111111111111;24,85875706214690;1,45265151515151;3023,82776788404;1;1;0
Melilla;2015;92;15707;4,7;5,7;16,6;11,8;2,9347;99,99975;2147,4;78,4222500000000;5,857261093779843;48,30508474576271;28,31325301204819;1,70609448250992;2738,25349310942;1;1;0
Melilla;2016;86;15492;3,7;5,5;16,8;12,1;2,3120;105,34050;2138,7;78,3590833333333;5,551252259230570;45,45454545454546;22,02380952380952;2,06388206388206;2729,35811525786;1;1;0
Melilla;2017;88;15401;4,7;4,1;20,0;10,6;2,3591;110,87450;2475,8;80,0179166666667;5,713914680864879;38,67924528301887;23,50000000000000;1,64592533119229;3094,05706013757;1;1;0
Melilla;2018;84;15283;4,3;4,1;21,2;11,2;2,4015;119,51200;2231,1;80,7893333333333;5,496303081855657;36,60714285714285;20,28301886792453;1,80481727574751;2761,62694745181;1;1;0
Melilla;2019;62;15399;4,1;4,6;20,1;11,3;1,5714;125,78550;2291,7;80,5311666666667;4,026235469835703;40,70796460176991;20,39800995024875;1,99568314267213;2845,73053496886;1;1;0
Melilla;2020;76;15329;3,4;4,2;20,8;11,0;-8,9866;131,44375;2662,6;80,6002500000000;4,957922891251875;38,18181818181819;16,34615384615385;2,33582887700535;3303,46369893394;1;1;0
Melilla;2021;250;15341;4,2;4,7;21,8;11,3;3,3189;139,77525;2122,1;83,7346666666667;16,296199726223847;41,59292035398230;19,26605504587156;2,15887062789718;2534,31474021114;1;1;1
Melilla;2022;173;15547;3,7;4,3;18,3;12,0;3,0148;151,47625;2169,7;90,9016666666667;11,127548723226345;35,83333333333334;20,21857923497268;1,77229729729730;2386,86492730240;1;1;1
Melilla;2023;239;15822;4,3;3,6;15,7;13,0;2,3864;159,57175;2363,3;95,3210000000000;15,105549235242067;27,69230769230769;27,38853503184713;1,01109123434705;2479,30676346241;1;1;1
Melilla;2024;223;16018;4,9;4,0;18,9;12,1;1,3207;172,35850;2502,2;97,4518333333333;13,921837932326133;33,05785123966943;25,92592592592593;1,27508854781582;2567,62742619858;1;1;1
Murcia, Región de;2008;178;267601;30,9;44,7;331,2;292,4;1,3576;140,30300;1613,1;74,2788333333333;0,665169412670356;15,28727770177839;9,32971014492754;1,63855869735566;2171,68192822989;0;0;0
Murcia, Región de;2009;198;263202;61,7;67,6;349,0;281,8;-5,1079;138,88175;1708,2;73,8253333333333;0,752273918891194;23,98864442867281;17,67908309455587;1,35689415001731;2313,83987429789;0;0;0
Murcia, Región de;2010;212;258129;75,9;72,4;365,7;272,1;0,1557;137,44350;1613,1;75,0960833333333;0,821294778967106;26,60786475560456;20,75471698113208;1,28201530186095;2148,04811169690;0;0;0
Murcia, Región de;2011;361;253300;78,5;79,4;377,9;260,3;-0,9587;130,49675;1687,2;77,4368333333333;1,425187524674299;30,50326546292739;20,77269118814501;1,46843108515163;2178,80810380934;0;0;0
Murcia, Región de;2012;428;247751;88,4;89,9;388,9;251,9;-2,8412;115,92550;1690,6;79,2312500000000;1,727540958462327;35,68876538308853;22,73077912059656;1,57006344541664;2133,75404275460;0;0;0
Murcia, Región de;2013;513;241675;97,4;88,7;395,3;236,9;-1,0992;98,18025;1541,1;80,5558333333333;2,122685424640530;37,44195863233432;24,63951429294207;1,51958996379484;1913,08305833428;1;0;0
Murcia, Región de;2014;663;236244;96,7;70,9;399,9;226,0;2,4446;98,36500;1643,8;80,2783333333333;2,806420480520140;31,37168141592920;24,18104526131533;1,29736663890694;2047,62596798638;1;1;0
Murcia, Región de;2015;557;230061;78,4;67,9;390,5;216,2;7,6246;100,00000;1692,0;79,7850833333333;2,421097013400793;31,40610545790935;20,07682458386684;1,56429645169816;2120,69716457024;1;1;0
Murcia, Región de;2016;662;224087;60,1;53,9;393,1;203,9;3,6499;101,39675;1627,9;79,6183333333333;2,954209748892171;26,43452672878862;15,28873060290002;1,72902037555521;2044,62958698792;1;1;0
Murcia, Región de;2017;680;219661;57,9;48,0;398,9;192,1;3,0860;102,61200;1684,2;80,8475833333333;3,095679251209819;24,98698594482040;14,51491601905240;1,72146954980809;2083,17915089196;1;1;0
Murcia, Región de;2018;535;215530;53,8;43,7;398,3;194,7;-0,1747;106,14000;1761,8;81,9793333333333;2,482253050619403;22,44478685156652;13,50740647752950;1,66166516783995;2149,07822296676;1;1;0
Murcia, Región de;2019;592;213147;48,9;39,1;400,8;195,2;2,3448;110,97300;1774,8;82,3127500000000;2,777425907941468;20,03073770491803;12,20059880239521;1,64178316403500;2156,16657200737;1;1;0
Murcia, Región de;2020;520;211476;53,7;43,1;391,7;193,6;-8,9491;114,37825;1843,4;82,1016666666667;2,458907866613706;22,26239669421488;13,70947153433751;1,62386979238808;2245,26501695053;1;1;0
Murcia, Región de;2021;899;211571;50,2;38,0;405,6;194,6;7,2118;120,32750;1878,0;84,5575833333333;4,249164583047771;19,52723535457348;12,37672583826430;1,57773837844920;2220,97170468645;1;1;1
Murcia, Región de;2022;845;213417;47,5;35,5;406,0;196,4;4,0257;129,51475;1865,6;92,0082500000000;3,959384678821275;18,07535641547861;11,69950738916256;1,54496730624933;2027,64426016145;1;1;1
