ccaa;año;emig_2034;pob_2034;parados_adulto;parados_joven;activos_adulto;activos_joven;pib_crec;ipv;salario;ipc;tasa_emig_2034;paro_joven;paro_adulto;ratio_paro_jov_adult;salario_real;post2013;post2014;post2021
Murcia, Región de;2023;1062;215059;44,7;36,1;411,0;201,8;1,0795;132,50500;2027,2;95,4440000000000;4,938179755322958;17,88899900891972;10,87591240875913;1,64482742565235;2123,96798122459;1;1;1
Murcia, Región de;2024;1276;218307;43,1;35,5;406,8;208,6;4,4439;143,76675;2120,9;98,0044166666667;5,844979776186746;17,01821668264622;10,59488692232055;1,60626694814396;2164,08614237624;1;1;1
Navarra, Comunidad Foral de;2008;156;107784;8,5;9,9;162,7;112,9;1,8736;179,10800;1870,7;73,2791666666667;1,447339122689824;8,76882196634190;5,22433927473878;1,67845568696921;2552,84016603173;0;0;0
Navarra, Comunidad Foral de;2009;158;105550;14,5;14,9;165,1;109,5;-3,9530;161,20400;1981,9;72,8525833333333;1,496920890573188;13,60730593607306;8,78255602665051;1,54935600692804;2720,42515078967;0;0;0
Navarra, Comunidad Foral de;2010;173;103223;15,1;18,4;170,5;108,6;0,6447;151,05750;2099,2;74,0120000000000;1,675983065789601;16,94290976058932;8,85630498533724;1,91309014184138;2836,29681673242;0;0;0
Navarra, Comunidad Foral de;2011;244;100211;18,5;18,5;176,9;103,6;0,2662;139,46275;2038,5;76,3660000000000;2,434862440251070;17,85714285714286;10,45788581119276;1,70752895752896;2669,38166199618;0;0;0
Navarra, Comunidad Foral de;2012;273;97381;23,9;22,2;178,8;95,0;-3,2016;119,90250;2082,4;78,3308333333333;2,803421612018771;23,36842105263158;13,36689038031320;1,74823166703369;2658,46782344117;0;0;0
Navarra, Comunidad Foral de;2013;419;93837;24,8;26,2;178,1;89,5;-1,0581;106,28500;2126,4;79,2922500000000;4,465189637349873;29,27374301675977;13,92476137001684;2,10227969003424;2681,72488484057;1;0;0
Navarra, Comunidad Foral de;2014;424;91863;21,1;21,0;178,3;84,0;1,9966;99,39475;2051,7;78,9200833333333;4,615568836201735;25,00000000000000;11,83398766124509;2,11255924170616;2599,71849159646;1;1;0
Navarra, Comunidad Foral de;2015;501;89226;22,2;15,0;178,7;78,8;3,4882;100,00000;2056,3;78,4128333333333;5,614955282092664;19,03553299492386;12,42305540011192;1,53227466044725;2622,40237036030;1;1;0
Navarra, Comunidad Foral de;2016;453;86739;19,0;13,5;179,2;75,5;2,4527;101,67650;2085,2;78,4325000000000;5,222564244457510;17,88079470198675;10,60267857142857;1,68644126873475;2658,59178274312;1;1;0
Navarra, Comunidad Foral de;2017;395;85417;14,5;12,3;177,9;76,9;3,5925;103,93525;2177,8;79,6685833333333;4,624372197571912;15,99479843953186;8,15064643057898;1,96239630509843;2733,57440145269;1;1;0
Navarra, Comunidad Foral de;2018;332;84131;15,4;10,7;179,0;77,9;1,8787;107,55700;2049,8;81,0285833333333;3,946226717856676;13,73555840821566;8,60335195530726;1,59653568511078;2529,72459307055;1;1;0
Navarra, Comunidad Foral de;2019;359;83858;13,2;9,1;179,7;77,6;2,3280;111,61350;2217,0;81,9796666666667;4,281046531040569;11,72680412371134;7,34557595993322;1,59644447047798;2704,32912226202;1;1;0
Navarra, Comunidad Foral de;2020;277;83710;13,4;13,3;176,6;72,6;-10,1129;113,49125;2209,2;81,5019166666667;3,309043125074663;18,31955922865014;7,58776896942242;2,41435385058180;2710,61110014795;1;1;0
Navarra, Comunidad Foral de;2021;448;84240;15,8;12,7;177,5;77,7;6,8816;116,68900;2280,4;84,2570833333333;5,318138651471985;16,34491634491634;8,90140845070423;1,83621686786244;2706,47868379019;1;1;1
Navarra, Comunidad Foral de;2022;517;84977;15,7;10,4;178,7;79,1;5,3345;125,15275;2292,5;91,6846666666667;6,083999199783471;13,14791403286979;8,78567431449357;1,49651734883683;2500,41809971860;1;1;1
Navarra, Comunidad Foral de;2023;542;85886;15,1;11,4;178,3;81,0;1,2502;132,56650;2515,7;95,0170000000000;6,310690915865217;14,07407407407407;8,46887268648345;1,66185921020358;2647,63147647263;1;1;1
Navarra, Comunidad Foral de;2024;545;87447;10,4;10,3;177,1;83,6;3,2998;146,35900;2589,1;97,4847500000000;6,232346449849623;12,32057416267943;5,87238848108413;2,09805161943320;2655,90258989227;1;1;1
País Vasco;2008;745;397065;29,2;33,6;566,2;372,3;1,2434;157,06150;2112,6;71,5943333333333;1,876267109919031;9,02497985495568;5,15718827269516;1,74998068283421;2950,79219491301;0;0;0
País Vasco;2009;722;380261;50,8;57,7;577,3;358,6;-3,8356;140,91525;2118,5;71,7864166666667;1,898695895713733;16,09035136642499;8,79958427160921;1,82853540233015;2951,11540368013;0;0;0
País Vasco;2010;721;363123;46,8;56,8;597,3;338,1;0,8162;138,61975;2097,7;73,0008333333333;1,985553104595413;16,79976338361431;7,83525866398795;2,14412364722924;2873,52884099497;0;0;0
País Vasco;2011;886;345804;59,9;59,5;611,0;325,8;-0,6706;127,96575;2114,7;75,2607500000000;2,562145030132676;18,26273787599754;9,80360065466448;1,86286024077371;2809,83115368901;0;0;0
País Vasco;2012;767;329084;78,3;69,5;609,5;305,2;-1,7859;108,61400;2131,2;77,0007500000000;2,330711915498779;22,77195281782438;12,84659557013946;1,77260603352030;2767,76524903978;0;0;0
País Vasco;2013;820;314497;85,5;68,1;609,9;277,9;-2,0929;99,53525;2162,0;78,2136666666667;2,607338066817808;24,50521770421015;14,01869158878505;1,74803886290032;2764,22279141326;1;0;0
País Vasco;2014;1022;301854;88,2;63,6;610,5;260,6;1,7706;99,03950;2147,2;78,3399166666667;3,385742776309077;24,40521872601688;14,44717444717445;1,68927279277022;2740,87603275895;1;1;0
País Vasco;2015;1209;290148;79,1;55,3;604,0;249,5;3,9562;100,00000;2250,2;78,1312500000000;4,166838992514165;22,16432865731463;13,09602649006622;1,69244684058382;2880,02559795216;1;1;0
País Vasco;2016;1046;279548;61,1;47,9;605,6;236,9;2,5966;102,57375;2235,2;78,1422500000000;3,741754546625267;20,21950189953567;10,08916776750330;2,00408025374121;2860,42441828844;1;1;0
País Vasco;2017;967;271844;57,2;39,7;600,7;231,0;2,3949;107,89050;2208,8;79,6919166666667;3,557187210311796;17,18614718614719;9,52222407191610;1,80484591166409;2771,67383141117;1;1;0
País Vasco;2018;820;265270;48,5;35,8;600,4;232,6;2,1337;113,74800;2241,8;80,9670000000000;3,091190108191654;15,39122957867584;8,07794803464357;1,90533901835814;2768,78234342386;1;1;0
País Vasco;2019;959;260667;41,0;32,6;594,7;231,0;1,4843;118,68750;2332,6;81,7420000000000;3,679023428358787;14,11255411255411;6,89423238607701;2,04700876359413;2853,61258594113;1;1;0
País Vasco;2020;734;257826;43,6;36,4;577,0;220,7;-10,2505;121,36200;2278,8;81,6295000000000;2,846881229976806;16,49297689170820;7,55632582322357;2,18267148314579;2791,63782701107;1;1;0
País Vasco;2021;1673;256806;47,6;36,2;581,8;236,4;6,4008;123,88250;2440,8;84,1520000000000;6,514645296449460;15,31302876480541;8,18150567205225;1,87166389398399;2900,46582374750;1;1;1
País Vasco;2022;1452;256167;44,9;28,7;579,4;238,4;6,4248;131,76500;2517,9;90,9255833333333;5,668177399899284;12,03859060402685;7,74939592682085;1,55348761602966;2769,18762321202;1;1;1
País Vasco;2023;1551;257566;31,6;28,1;571,1;251,5;1,7528;136,31625;2624,3;94,2182500000000;6,021757530108788;11,17296222664016;5,53318157940816;2,01926542013740;2785,34148108249;1;1;1
País Vasco;2024;1559;261751;36,1;32,0;575,7;239,6;2,6394;147,89700;2809,9;97,1015833333333;5,956042192770993;13,35559265442404;6,27062706270627;2,12986556541604;2893,77361680508;1;1;1
Rioja, La;2008;69;53162;5,5;5,4;80,2;60,3;1,5915;170,41600;1711,7;73,0544166666667;1,297919566607727;8,95522388059702;6,85785536159601;1,30583446404342;2343,04793344687;0;0;0
Rioja, La;2009;66;51910;8,8;8,2;82,6;56,7;-4,4475;161,12450;1796,5;72,7070000000000;1,271431323444423;14,46208112874779;10,65375302663438;1,35746352413019;2470,87625675657;0;0;0
Rioja, La;2010;66;50287;10,7;8,3;85,8;50,9;0,7262;155,02300;1809,0;73,9227500000000;1,312466442619365;16,30648330058939;12,47086247086247;1,30756660485100;2447,14921996273;0;0;0
Rioja, La;2011;95;48666;13,8;10,9;87,0;52,3;-1,2435;137,90925;1824,4;76,4802500000000;1,952081535363498;20,84130019120459;15,86206896551724;1,31390805553246;2385,45245341118;0;0;0
Rioja, La;2012;90;46732;15,1;12,9;86,9;48,9;-3,5211;117,83300;1818,5;78,4305833333333;1,925875203286827;26,38036809815951;17,37629459148447;1,51818144882786;2318,61083102149;0;0;0
Rioja, La;2013;129;44951;16,1;10,7;87,7;44,0;-2,5923;101,72300;1827,1;79,4322500000000;2,869791550799759;24,31818181818182;18,35803876852908;1,32466120835686;2300,19922638475;1;0;0
Rioja, La;2014;171;43426;15,5;8,6;89,4;42,2;1,1841;99,48325;1830,4;79,3066666666667;3,937733155252614;20,37914691943127;17,33780760626398;1,17541660296591;2308,00268997982;1;1;0
Rioja, La;2015;167;41912;11,4;7,5;87,8;39,4;3,7441;100,00000;1811,8;78,9960833333333;3,984539034166826;19,03553299492386;12,98405466970387;1,46606999732835;2293,53143035573;1;1;0
Rioja, La;2016;179;40366;10,3;6,7;88,0;37,0;1,6952;101,96000;1841,8;78,7174166666667;4,434425011147996;18,10810810810811;11,70454545454546;1,54710049855681;2339,76174268930;1;1;0
Rioja, La;2017;153;39201;8,9;6,4;86,7;36,3;0,8057;104,03675;1838,4;80,2365000000000;3,902961659141349;17,63085399449036;10,26528258362168;1,71752251833968;2291,22656147763;1;1;0
Rioja, La;2018;131;38299;6,7;5,6;88,2;36,5;1,9368;109,15650;1865,7;81,4655833333333;3,420454842162981;15,34246575342465;7,59637188208617;2,01970967082396;2290,16957058553;1;1;0
Rioja, La;2019;176;37675;7,0;4,5;87,1;37,2;1,3694;115,01225;1987,4;82,2036666666667;4,671532846715329;12,09677419354839;8,03673938002296;1,50518433179723;2417,65371374351;1;1;0
Rioja, La;2020;132;37226;7,3;6,1;86,2;35,9;-8,6926;117,18000;1947,3;81,7352500000000;3,545908773437920;16,99164345403900;8,46867749419953;2,00641050101118;2382,44820930994;1;1;0
Rioja, La;2021;160;36942;7,5;6,7;88,8;37,0;5,0443;121,33125;1949,1;84,3828333333333;4,331113637594067;18,10810810810811;8,44594594594595;2,14400000000000;2309,83000096781;1;1;1
Rioja, La;2022;158;36839;6,2;5,7;88,8;35,8;5,6441;130,00650;2084,8;91,9120000000000;4,288932924346481;15,92178770949721;6,98198198198198;2,28041088484412;2268,25659326312;1;1;1
Rioja, La;2023;267;36971;6,6;5,4;86,8;36,7;2,4672;133,66025;2248,9;95,1157500000000;7,221876605988478;14,71389645776567;7,60368663594470;1,93510032202130;2364,38234466952;1;1;1
Rioja, La;2024;185;37291;7,0;5,6;85,6;37,8;3,1794;145,98200;2366,0;97,6973333333333;4,960982542704674;14,81481481481481;8,17757009345794;1,81164021164021;2421,76517953407;1;1;1
